episode,round,world,investment,repay_prop,investor_gain,trustee_gain,fair_repay_prop,mid_repay_prop,max_repay_prop
37,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.5
37,8,coordinated,10.0,0.5,25.0,15.0,1.0,0.5,1.0
37,9,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.5
37,10,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.75
38,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
38,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
38,3,coordinated,10.0,0.0,10.0,30.0,0.5,0.25,0.0
38,4,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
38,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
38,6,coordinated,5.0,0.0,15.0,15.0,0.25,0.5,0.0
38,7,coordinated,5.0,0.5,22.5,7.5,0.75,0.5,0.5
38,8,coordinated,15.0,0.25,16.25,33.75,1.0,0.25,0.75
38,9,coordinated,10.0,0.5,25.0,15.0,1.0,0.5,0.5
38,10,coordinated,15.0,0.5,27.5,22.5,0.75,0.75,0.5
39,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
39,2,coordinated,5.0,0.25,18.75,11.25,0.25,1.0,0.25
39,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.75
39,4,coordinated,10.0,0.0,10.0,30.0,0.0,0.75,0.25
39,5,coordinated,5.0,0.25,18.75,11.25,1.0,0.5,0.5
39,6,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.75
39,7,coordinated,5.0,0.25,18.75,11.25,0.75,0.25,0.5
39,8,coordinated,10.0,0.25,17.5,22.5,0.25,1.0,1.0
39,9,coordinated,10.0,0.5,25.0,15.0,0.5,0.5,0.75
39,10,coordinated,15.0,0.5,27.5,22.5,0.75,0.75,0.5
40,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.25
40,2,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
40,3,coordinated,15.0,0.25,16.25,33.75,1.0,0.25,0.0
40,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.0
40,5,coordinated,10.0,0.5,25.0,15.0,0.25,1.0,0.25
40,6,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.0
40,7,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,0.25
40,8,coordinated,15.0,0.5,27.5,22.5,1.0,0.25,0.75
40,9,coordinated,15.0,0.5,27.5,22.5,0.25,0.5,0.25
40,10,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.0
41,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
41,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.75
41,3,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
41,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.0
41,5,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.25
41,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.5,0.0
41,7,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
41,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.25
41,9,coordinated,10.0,0.5,25.0,15.0,1.0,0.5,1.0
41,10,coordinated,15.0,0.5,27.5,22.5,0.5,0.75,0.5
42,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
42,2,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.25
42,3,coordinated,15.0,0.5,27.5,22.5,0.75,0.25,0.25
42,4,coordinated,15.0,0.5,27.5,22.5,0.5,1.0,0.25
42,5,coordinated,15.0,0.75,38.75,11.25,0.75,1.0,1.0
42,6,coordinated,20.0,0.5,30.0,30.0,0.5,1.0,1.0
42,7,coordinated,15.0,0.5,27.5,22.5,0.25,0.25,1.0
42,8,coordinated,15.0,0.25,16.25,33.75,0.0,0.5,0.5
42,9,coordinated,10.0,0.5,25.0,15.0,0.25,0.25,0.5
42,10,coordinated,15.0,0.5,27.5,22.5,0.75,0.75,0.5
43,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
43,2,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
43,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.0
43,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
43,5,coordinated,10.0,0.25,17.5,22.5,0.5,1.0,0.25
43,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
43,7,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.25
43,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
43,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.75
43,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,1.0
44,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
44,2,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
44,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.75
44,4,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.25
44,5,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.75
44,6,coordinated,15.0,0.25,16.25,33.75,0.0,0.5,0.75
44,7,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.5
44,8,coordinated,10.0,0.0,10.0,30.0,0.0,0.5,0.25
44,9,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
44,10,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,1.0
45,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
45,2,coordinated,5.0,0.25,18.75,11.25,1.0,1.0,0.25
45,3,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.75
45,4,coordinated,15.0,0.0,5.0,45.0,0.5,0.0,0.25
45,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.0
45,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
45,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
45,8,coordinated,5.0,0.25,18.75,11.25,0.0,0.25,0.0
45,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,1.0
45,10,coordinated,10.0,0.5,25.0,15.0,0.5,0.25,0.25
46,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
46,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.25
46,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
46,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
46,5,coordinated,10.0,0.25,17.5,22.5,0.75,1.0,0.25
46,6,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
46,7,coordinated,5.0,0.25,18.75,11.25,0.0,0.25,0.5
46,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,1.0
46,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.75
46,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,1.0
47,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
47,2,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.25
47,3,coordinated,15.0,0.25,16.25,33.75,0.5,0.25,0.0
47,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
47,5,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
47,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
47,7,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
47,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.0
47,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.75
47,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,1.0
48,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
48,2,coordinated,5.0,0.5,22.5,7.5,0.75,1.0,1.0
48,3,coordinated,15.0,0.25,16.25,33.75,0.75,0.5,0.75
48,4,coordinated,10.0,0.0,10.0,30.0,0.5,0.75,0.0
48,5,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,0.5
48,6,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.75
48,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
48,8,coordinated,5.0,0.0,15.0,15.0,1.0,0.25,0.0
48,9,coordinated,5.0,0.25,18.75,11.25,0.5,1.0,0.25
48,10,coordinated,10.0,0.5,25.0,15.0,1.0,1.0,0.75
49,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.75
49,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
49,3,coordinated,10.0,0.0,10.0,30.0,0.75,0.25,0.0
49,4,coordinated,5.0,0.25,18.75,11.25,0.5,1.0,0.25
49,5,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.5
49,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
49,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
49,8,coordinated,5.0,0.0,15.0,15.0,1.0,0.25,0.0
49,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
49,10,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,1.0
50,1,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
50,2,coordinated,10.0,0.5,25.0,15.0,0.25,0.5,0.25
50,3,coordinated,15.0,0.25,16.25,33.75,0.25,0.25,0.0
50,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
50,5,coordinated,10.0,0.5,25.0,15.0,1.0,1.0,0.25
50,6,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.0
50,7,coordinated,10.0,0.75,32.5,7.5,0.5,1.0,0.5
50,8,coordinated,20.0,0.75,45.0,15.0,0.5,1.0,1.0
50,9,coordinated,20.0,0.75,45.0,15.0,1.0,0.75,0.5
50,10,coordinated,20.0,0.25,15.0,45.0,0.5,0.0,0.25
51,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
51,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
51,3,coordinated,5.0,0.0,15.0,15.0,1.0,0.0,0.75
51,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
51,5,coordinated,5.0,0.25,18.75,11.25,0.75,0.25,0.5
51,6,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
51,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
51,8,coordinated,5.0,0.0,15.0,15.0,0.25,0.25,0.0
51,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
51,10,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,1.0
52,1,coordinated,10.0,0.25,17.5,22.5,0.75,0.0,0.0
52,2,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
52,3,coordinated,15.0,0.25,16.25,33.75,0.0,0.25,0.0
52,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.0
52,5,coordinated,10.0,0.5,25.0,15.0,0.5,1.0,0.25
52,6,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.0
52,7,coordinated,10.0,0.5,25.0,15.0,0.75,0.25,0.5
52,8,coordinated,15.0,0.25,16.25,33.75,0.0,0.25,1.0
52,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.5
52,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,1.0
53,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
53,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
53,3,coordinated,5.0,0.25,18.75,11.25,0.0,0.0,0.5
53,4,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.75
53,5,coordinated,15.0,0.5,27.5,22.5,0.25,0.5,0.75
53,6,coordinated,15.0,0.5,27.5,22.5,0.25,0.5,0.75
53,7,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.5
53,8,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.25
53,9,coordinated,10.0,0.5,25.0,15.0,1.0,0.5,0.75
53,10,coordinated,15.0,0.5,27.5,22.5,0.5,0.75,0.5
54,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
54,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
54,3,coordinated,5.0,0.0,15.0,15.0,1.0,0.0,0.75
54,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
54,5,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,0.5
54,6,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.75
54,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
54,8,coordinated,5.0,0.0,15.0,15.0,1.0,1.0,0.0
54,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
54,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
55,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
55,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
55,3,coordinated,5.0,0.0,15.0,15.0,1.0,0.0,0.75
55,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
55,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
55,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.75
55,7,coordinated,5.0,0.5,22.5,7.5,0.5,0.5,0.5
55,8,coordinated,15.0,0.25,16.25,33.75,0.5,0.25,0.75
55,9,coordinated,10.0,0.0,10.0,30.0,0.0,0.25,0.5
55,10,coordinated,5.0,0.0,15.0,15.0,1.0,1.0,0.0
56,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
56,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.5
56,3,coordinated,5.0,0.25,18.75,11.25,1.0,0.0,0.75
56,4,coordinated,10.0,0.75,32.5,7.5,1.0,0.75,0.75
56,5,coordinated,20.0,0.5,30.0,30.0,0.75,0.5,0.25
56,6,coordinated,15.0,0.75,38.75,11.25,0.75,0.5,0.75
56,7,coordinated,20.0,0.25,15.0,45.0,0.25,1.0,0.0
56,8,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
56,9,coordinated,10.0,0.75,32.5,7.5,0.5,0.5,0.75
56,10,coordinated,20.0,0.25,15.0,45.0,0.25,0.0,0.25
57,1,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
57,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.5
57,3,coordinated,10.0,0.25,17.5,22.5,1.0,0.25,0.0
57,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
57,5,coordinated,10.0,0.25,17.5,22.5,1.0,1.0,0.25
57,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
57,7,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
57,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
57,9,coordinated,10.0,0.25,17.5,22.5,0.75,0.5,0.75
57,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.5
58,1,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,0.0
58,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
58,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
58,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
58,5,coordinated,5.0,0.25,18.75,11.25,1.0,0.25,0.5
58,6,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.25
58,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
58,8,coordinated,5.0,0.0,15.0,15.0,0.75,0.25,0.0
58,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
58,10,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,1.0
59,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
59,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
59,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
59,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
59,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
59,6,coordinated,5.0,0.25,18.75,11.25,0.25,0.5,1.0
59,7,coordinated,10.0,0.75,32.5,7.5,0.5,0.5,0.5
59,8,coordinated,20.0,0.25,15.0,45.0,0.0,0.5,1.0
59,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
59,10,coordinated,10.0,0.5,25.0,15.0,0.5,0.25,1.0
60,1,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
60,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
60,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.0
60,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
60,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
60,6,coordinated,5.0,0.25,18.75,11.25,0.75,0.5,1.0
60,7,coordinated,10.0,0.0,10.0,30.0,0.25,0.5,0.0
60,8,coordinated,5.0,0.25,18.75,11.25,0.5,0.25,1.0
60,9,coordinated,10.0,0.0,10.0,30.0,1.0,0.0,1.0
60,10,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.0
61,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
61,2,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.25
61,3,coordinated,15.0,0.25,16.25,33.75,1.0,0.25,0.0
61,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,1.0
61,5,coordinated,10.0,0.5,25.0,15.0,0.75,1.0,0.25
61,6,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.0
61,7,coordinated,10.0,0.5,25.0,15.0,1.0,0.25,0.5
61,8,coordinated,15.0,0.5,27.5,22.5,0.5,0.25,0.75
61,9,coordinated,15.0,0.5,27.5,22.5,0.5,0.5,0.25
61,10,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.0
62,1,coordinated,10.0,0.0,10.0,30.0,0.25,0.0,0.0
62,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
62,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
62,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
62,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
62,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
62,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.5
62,8,coordinated,5.0,0.0,15.0,15.0,0.75,0.25,0.0
62,9,coordinated,5.0,0.25,18.75,11.25,0.75,1.0,0.25
62,10,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.5
63,1,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
63,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.25
63,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
63,4,coordinated,10.0,0.25,17.5,22.5,1.0,0.75,0.25
63,5,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
63,6,coordinated,10.0,0.25,17.5,22.5,0.0,0.0,0.0
63,7,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
63,8,coordinated,10.0,0.25,17.5,22.5,1.0,0.5,0.25
63,9,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.75
63,10,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,1.0
64,1,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
64,2,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.75
64,3,coordinated,5.0,0.0,15.0,15.0,0.0,0.0,0.75
64,4,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
64,5,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
64,6,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,1.0
64,7,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.5
64,8,coordinated,5.0,0.0,15.0,15.0,0.25,0.25,0.0
64,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
64,10,coordinated,5.0,0.0,15.0,15.0,0.75,0.0,1.0
65,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
65,2,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.25
65,3,coordinated,15.0,0.25,16.25,33.75,0.75,0.25,0.0
65,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
65,5,coordinated,10.0,0.5,25.0,15.0,0.25,1.0,0.25
65,6,coordinated,15.0,0.25,16.25,33.75,0.25,0.0,0.0
65,7,coordinated,10.0,0.5,25.0,15.0,1.0,0.25,0.5
65,8,coordinated,15.0,0.5,27.5,22.5,0.75,0.25,0.75
65,9,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.25
65,10,coordinated,15.0,0.25,16.25,33.75,0.0,0.0,0.0
66,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
66,2,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
66,3,coordinated,15.0,0.25,16.25,33.75,0.5,0.25,0.0
66,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.0
66,5,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
66,6,coordinated,10.0,0.25,17.5,22.5,1.0,0.0,0.0
66,7,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
66,8,coordinated,15.0,0.5,27.5,22.5,0.25,0.25,0.75
66,9,coordinated,15.0,0.5,27.5,22.5,1.0,0.5,0.25
66,10,coordinated,15.0,0.25,16.25,33.75,0.25,0.0,0.0
67,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
67,2,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
67,3,coordinated,15.0,0.25,16.25,33.75,0.0,0.25,0.0
67,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
67,5,coordinated,10.0,0.5,25.0,15.0,0.5,1.0,0.25
67,6,coordinated,15.0,0.25,16.25,33.75,0.0,0.0,0.0
67,7,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.5
67,8,coordinated,10.0,0.5,25.0,15.0,0.5,0.5,0.25
67,9,coordinated,15.0,0.25,16.25,33.75,0.5,0.5,0.0
67,10,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
68,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
68,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
68,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
68,4,coordinated,10.0,0.25,17.5,22.5,0.75,0.75,0.25
68,5,coordinated,10.0,0.25,17.5,22.5,0.75,1.0,0.25
68,6,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
68,7,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.25
68,8,coordinated,10.0,0.25,17.5,22.5,0.75,0.25,0.25
68,9,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.75
68,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,1.0
69,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
69,2,coordinated,10.0,0.5,25.0,15.0,0.75,0.75,0.25
69,3,coordinated,15.0,0.25,16.25,33.75,0.25,0.25,0.0
69,4,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.0
69,5,coordinated,10.0,0.25,17.5,22.5,0.0,1.0,0.25
69,6,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.0
69,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.75,0.25
69,8,coordinated,15.0,0.5,27.5,22.5,1.0,0.25,0.75
69,9,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.75
69,10,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.0
70,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
70,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.75,0.25
70,3,coordinated,10.0,0.5,25.0,15.0,1.0,0.25,1.0
70,4,coordinated,15.0,0.25,16.25,33.75,0.75,0.0,0.25
70,5,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
70,6,coordinated,10.0,0.0,10.0,30.0,0.75,0.0,0.0
70,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.5
70,8,coordinated,5.0,0.0,15.0,15.0,0.75,0.25,0.0
70,9,coordinated,5.0,0.0,15.0,15.0,0.0,1.0,0.25
70,10,coordinated,5.0,0.0,15.0,15.0,0.25,0.0,1.0
71,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
71,2,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.25
71,3,coordinated,15.0,0.25,16.25,33.75,0.75,0.25,0.0
71,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.0
71,5,coordinated,10.0,0.5,25.0,15.0,1.0,1.0,0.25
71,6,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.0
71,7,coordinated,10.0,0.5,25.0,15.0,0.25,0.25,0.5
71,8,coordinated,15.0,0.5,27.5,22.5,0.5,0.25,0.75
71,9,coordinated,15.0,0.5,27.5,22.5,0.5,0.5,0.25
71,10,coordinated,15.0,0.25,16.25,33.75,0.5,0.0,0.0
72,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.75,0.0
72,2,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
72,3,coordinated,10.0,0.25,17.5,22.5,0.25,0.25,0.0
72,4,coordinated,10.0,0.5,25.0,15.0,0.5,0.75,0.5
72,5,coordinated,15.0,0.5,27.5,22.5,0.5,0.5,0.75
72,6,coordinated,15.0,0.5,27.5,22.5,0.75,0.5,0.75
72,7,coordinated,15.0,0.25,16.25,33.75,1.0,0.0,0.5
72,8,coordinated,10.0,0.25,17.5,22.5,0.25,0.5,0.25
72,9,coordinated,10.0,0.5,25.0,15.0,0.75,0.5,0.75
72,10,coordinated,15.0,0.5,27.5,22.5,0.5,0.75,0.5
73,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
73,2,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
73,3,coordinated,15.0,0.25,16.25,33.75,0.25,0.25,0.0
73,4,coordinated,10.0,0.5,25.0,15.0,1.0,0.75,0.25
73,5,coordinated,15.0,0.25,16.25,33.75,0.0,0.5,0.75
73,6,coordinated,10.0,0.75,32.5,7.5,0.75,1.0,0.75
73,7,coordinated,20.0,0.75,45.0,15.0,0.75,1.0,0.75
73,8,coordinated,20.0,0.5,30.0,30.0,1.0,0.5,1.0
73,9,coordinated,15.0,0.25,16.25,33.75,0.25,0.0,1.0
73,10,coordinated,10.0,0.25,17.5,22.5,0.25,0.0,0.75
74,1,coordinated,10.0,0.25,17.5,22.5,0.5,0.0,0.0
74,2,coordinated,10.0,0.25,17.5,22.5,0.0,0.5,0.25
74,3,coordinated,10.0,0.25,17.5,22.5,0.0,0.25,0.0
74,4,coordinated,10.0,0.25,17.5,22.5,0.25,0.75,0.25
74,5,coordinated,10.0,0.25,17.5,22.5,0.25,1.0,0.25
74,6,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,0.0
74,7,coordinated,5.0,0.0,15.0,15.0,0.0,0.25,0.75
74,8,coordinated,5.0,0.25,18.75,11.25,0.75,0.25,0.75
74,9,coordinated,10.0,0.0,10.0,30.0,0.0,0.0,1.0
74,10,coordinated,5.0,0.0,15.0,15.0,1.0,1.0,0.0
75,1,coordinated,10.0,0.0,10.0,30.0,0.5,0.0,0.0
75,2,coordinated,5.0,0.0,15.0,15.0,0.0,0.5,0.25
